Param1 Param2 Cluster distribution k Trace stats.attr Size Fraction
23.2340854923791 1.55738283973243 8 gamma 14 gwa-t1 bot_user_iat 1 0.00574712643678161
35.5119299264276 4.03817766391162 10 gamma 14 gwa-t1 bot_user_iat 2 0.0114942528735632
22.1341129658224 2.10406851047871 12 gamma 14 gwa-t1 bot_user_iat 3 0.0172413793103448
11.7454236629635 0.95603422670243 9 normal 14 gwa-t1 bot_user_iat 1 0.00574712643678161
0.0998191981140113 NA 11 exponential 15 gwa-t1 bot_user_iat 1 0.00574712643678161
0.120480733809514 NA 13 exponential 15 gwa-t1 bot_user_iat 1 0.00574712643678161
0.0865451401270934 NA 14 exponential 15 gwa-t1 bot_user_iat 1 0.00574712643678161
24.419941850788 2.66979700662287 1 gamma 15 gwa-t1 bot_user_iat 40 0.229885057471264
35.4885065116837 3.44522956145961 2 gamma 15 gwa-t1 bot_user_iat 1 0.00574712643678161
18.0926451535782 1.88541129126033 3 gamma 15 gwa-t1 bot_user_iat 41 0.235632183908046
19.3196901958688 1.94109522502345 4 gamma 15 gwa-t1 bot_user_iat 30 0.172413793103448
13.8398579787682 1.2921860479611 5 gamma 15 gwa-t1 bot_user_iat 13 0.074712643678161
24.1360485446727 2.69075884691428 6 gamma 15 gwa-t1 bot_user_iat 34 0.195402298850575
13.4506059290952 1.10021344280687 7 gamma 15 gwa-t1 bot_user_iat 4 0.0229885057471264
23.2340854923791 1.55738283973243 8 gamma 15 gwa-t1 bot_user_iat 1 0.00574712643678161
35.5119299264276 4.03817766391162 10 gamma 15 gwa-t1 bot_user_iat 2 0.0114942528735632
22.1341129658224 2.10406851047871 12 gamma 15 gwa-t1 bot_user_iat 3 0.0172413793103448
2.2505731372324 0.170293204128686 15 lognormal 15 gwa-t1 bot_user_iat 1 0.00574712643678161
11.7454236629635 0.95603422670243 9 normal 15 gwa-t1 bot_user_iat 1 0.00574712643678161
0.0998191981140113 NA 12 exponential 16 gwa-t1 bot_user_iat 1 0.00574712643678161
0.120480733809514 NA 14 exponential 16 gwa-t1 bot_user_iat 1 0.00574712643678161
0.0865451401270934 NA 15 exponential 16 gwa-t1 bot_user_iat 1 0.00574712643678161
24.419941850788 2.66979700662287 1 gamma 16 gwa-t1 bot_user_iat 40 0.229885057471264
35.4885065116837 3.44522956145961 2 gamma 16 gwa-t1 bot_user_iat 1 0.00574712643678161
18.0926451535782 1.88541129126033 3 gamma 16 gwa-t1 bot_user_iat 41 0.235632183908046
23.4133663265737 2.41985946980668 4 gamma 16 gwa-t1 bot_user_iat 11 0.0632183908045977
13.8398579787682 1.2921860479611 5 gamma 16 gwa-t1 bot_user_iat 13 0.074712643678161
24.1360485446727 2.69075884691428 6 gamma 16 gwa-t1 bot_user_iat 34 0.195402298850575
13.4506059290952 1.10021344280687 7 gamma 16 gwa-t1 bot_user_iat 4 0.0229885057471264
18.2527801257663 1.81467931739942 8 gamma 16 gwa-t1 bot_user_iat 19 0.109195402298851
23.2340854923791 1.55738283973243 9 gamma 16 gwa-t1 bot_user_iat 1 0.00574712643678161
35.5119299264276 4.03817766391162 11 gamma 16 gwa-t1 bot_user_iat 2 0.0114942528735632
22.1341129658224 2.10406851047871 13 gamma 16 gwa-t1 bot_user_iat 3 0.0172413793103448
2.2505731372324 0.170293204128686 16 lognormal 16 gwa-t1 bot_user_iat 1 0.00574712643678161
11.7454236629635 0.95603422670243 10 normal 16 gwa-t1 bot_user_iat 1 0.00574712643678161
0.0998191981140113 NA 13 exponential 17 gwa-t1 bot_user_iat 1 0.00574712643678161
0.120480733809514 NA 15 exponential 17 gwa-t1 bot_user_iat 1 0.00574712643678161
0.0865451401270934 NA 16 exponential 17 gwa-t1 bot_user_iat 1 0.00574712643678161
24.419941850788 2.66979700662287 1 gamma 17 gwa-t1 bot_user_iat 40 0.229885057471264
35.4885065116837 3.44522956145961 2 gamma 17 gwa-t1 bot_user_iat 1 0.00574712643678161
18.0926451535782 1.88541129126033 3 gamma 17 gwa-t1 bot_user_iat 41 0.235632183908046
23.4133663265737 2.41985946980668 4 gamma 17 gwa-t1 bot_user_iat 11 0.0632183908045977
13.8398579787682 1.2921860479611 5 gamma 17 gwa-t1 bot_user_iat 13 0.074712643678161
24.1360485446727 2.69075884691428 6 gamma 17 gwa-t1 bot_user_iat 34 0.195402298850575
12.3760293060134 1.00502918827683 7 gamma 17 gwa-t1 bot_user_iat 3 0.0172413793103448
18.2527801257663 1.81467931739942 8 gamma 17 gwa-t1 bot_user_iat 19 0.109195402298851
23.2340854923791 1.55738283973243 9 gamma 17 gwa-t1 bot_user_iat 1 0.00574712643678161
35.5119299264276 4.03817766391162 11 gamma 17 gwa-t1 bot_user_iat 2 0.0114942528735632
22.059421231888 1.86225483449663 12 gamma 17 gwa-t1 bot_user_iat 1 0.00574712643678161
22.1341129658224 2.10406851047871 14 gamma 17 gwa-t1 bot_user_iat 3 0.0172413793103448
2.2505731372324 0.170293204128686 17 lognormal 17 gwa-t1 bot_user_iat 1 0.00574712643678161
11.7454236629635 0.95603422670243 10 normal 17 gwa-t1 bot_user_iat 1 0.00574712643678161
0.0998191981140113 NA 14 exponential 18 gwa-t1 bot_user_iat 1 0.00574712643678161
0.120480733809514 NA 16 exponential 18 gwa-t1 bot_user_iat 1 0.00574712643678161
0.0865451401270934 NA 17 exponential 18 gwa-t1 bot_user_iat 1 0.00574712643678161
24.419941850788 2.66979700662287 1 gamma 18 gwa-t1 bot_user_iat 40 0.229885057471264
35.4885065116837 3.44522956145961 2 gamma 18 gwa-t1 bot_user_iat 1 0.00574712643678161
18.3284593837999 1.90872013340841 3 gamma 18 gwa-t1 bot_user_iat 32 0.183908045977011
23.4133663265737 2.41985946980668 4 gamma 18 gwa-t1 bot_user_iat 11 0.0632183908045977
13.8398579787682 1.2921860479611 5 gamma 18 gwa-t1 bot_user_iat 13 0.074712643678161
24.1360485446727 2.69075884691428 6 gamma 18 gwa-t1 bot_user_iat 34 0.195402298850575
12.3760293060134 1.00502918827683 7 gamma 18 gwa-t1 bot_user_iat 3 0.0172413793103448
18.2527801257663 1.81467931739942 8 gamma 18 gwa-t1 bot_user_iat 19 0.109195402298851
23.2340854923791 1.55738283973243 9 gamma 18 gwa-t1 bot_user_iat 1 0.00574712643678161
17.5470476569286 1.83149468252715 11 gamma 18 gwa-t1 bot_user_iat 9 0.0517241379310345
35.5119299264276 4.03817766391162 12 gamma 18 gwa-t1 bot_user_iat 2 0.0114942528735632
22.059421231888 1.86225483449663 13 gamma 18 gwa-t1 bot_user_iat 1 0.00574712643678161
22.1341129658224 2.10406851047871 15 gamma 18 gwa-t1 bot_user_iat 3 0.0172413793103448
32.3491308485431 3.35508874616983 18 gamma 18 gwa-t1 bot_user_iat 1 0.00574712643678161
15.9915354598132 12.1145875311044 10 weibull 18 gwa-t1 bot_user_iat 1 0.00574712643678161
0.0998191981140113 NA 15 exponential 19 gwa-t1 bot_user_iat 1 0.00574712643678161
0.120480733809514 NA 17 exponential 19 gwa-t1 bot_user_iat 1 0.00574712643678161
0.0865451401270934 NA 18 exponential 19 gwa-t1 bot_user_iat 1 0.00574712643678161
24.419941850788 2.66979700662287 1 gamma 19 gwa-t1 bot_user_iat 40 0.229885057471264
35.4885065116837 3.44522956145961 2 gamma 19 gwa-t1 bot_user_iat 1 0.00574712643678161
18.3284593837999 1.90872013340841 3 gamma 19 gwa-t1 bot_user_iat 32 0.183908045977011
23.4133663265737 2.41985946980668 4 gamma 19 gwa-t1 bot_user_iat 11 0.0632183908045977
13.8398579787682 1.2921860479611 5 gamma 19 gwa-t1 bot_user_iat 13 0.074712643678161
25.0742728514378 2.8035356817685 6 gamma 19 gwa-t1 bot_user_iat 29 0.166666666666667
12.3760293060134 1.00502918827683 7 gamma 19 gwa-t1 bot_user_iat 3 0.0172413793103448
18.2527801257663 1.81467931739942 8 gamma 19 gwa-t1 bot_user_iat 19 0.109195402298851
19.4357080625069 2.12434972484082 9 gamma 19 gwa-t1 bot_user_iat 5 0.0287356321839080
23.2340854923791 1.55738283973243 10 gamma 19 gwa-t1 bot_user_iat 1 0.00574712643678161
17.5470476569286 1.83149468252715 12 gamma 19 gwa-t1 bot_user_iat 9 0.0517241379310345
35.5119299264276 4.03817766391162 13 gamma 19 gwa-t1 bot_user_iat 2 0.0114942528735632
22.059421231888 1.86225483449663 14 gamma 19 gwa-t1 bot_user_iat 1 0.00574712643678161
22.1341129658224 2.10406851047871 16 gamma 19 gwa-t1 bot_user_iat 3 0.0172413793103448
2.2505731372324 0.170293204128686 19 lognormal 19 gwa-t1 bot_user_iat 1 0.00574712643678161
15.9915354598132 12.1145875311044 11 weibull 19 gwa-t1 bot_user_iat 1 0.00574712643678161
2.24576694883894 0.219135646405031 1 lognormal 1 gwa-t1 bot_user_iat 174 1
0.0998191981140113 NA 16 exponential 20 gwa-t1 bot_user_iat 1 0.00574712643678161
0.120480733809514 NA 18 exponential 20 gwa-t1 bot_user_iat 1 0.00574712643678161
0.0865451401270934 NA 19 exponential 20 gwa-t1 bot_user_iat 1 0.00574712643678161
22.7375683185842 2.47927061373734 1 gamma 20 gwa-t1 bot_user_iat 38 0.218390804597701
35.4885065116837 3.44522956145961 2 gamma 20 gwa-t1 bot_user_iat 1 0.00574712643678161
18.3284593837999 1.90872013340841 3 gamma 20 gwa-t1 bot_user_iat 32 0.183908045977011
23.4133663265737 2.41985946980668 4 gamma 20 gwa-t1 bot_user_iat 11 0.0632183908045977
13.8398579787682 1.2921860479611 5 gamma 20 gwa-t1 bot_user_iat 13 0.074712643678161
25.0742728514378 2.8035356817685 6 gamma 20 gwa-t1 bot_user_iat 29 0.166666666666667
12.3760293060134 1.00502918827683 7 gamma 20 gwa-t1 bot_user_iat 3 0.0172413793103448
18.2527801257663 1.81467931739942 8 gamma 20 gwa-t1 bot_user_iat 19 0.109195402298851
19.4357080625069 2.12434972484082 9 gamma 20 gwa-t1 bot_user_iat 5 0.0287356321839080
23.2340854923791 1.55738283973243 10 gamma 20 gwa-t1 bot_user_iat 1 0.00574712643678161
34.3291474154703 3.79200467713597 12 gamma 20 gwa-t1 bot_user_iat 2 0.0114942528735632
17.5470476569286 1.83149468252715 13 gamma 20 gwa-t1 bot_user_iat 9 0.0517241379310345
35.5119299264276 4.03817766391162 14 gamma 20 gwa-t1 bot_user_iat 2 0.0114942528735632
22.059421231888 1.86225483449663 15 gamma 20 gwa-t1 bot_user_iat 1 0.00574712643678161
22.1341129658224 2.10406851047871 17 gamma 20 gwa-t1 bot_user_iat 3 0.0172413793103448
2.2505731372324 0.170293204128686 20 lognormal 20 gwa-t1 bot_user_iat 1 0.00574712643678161
11.7454236629635 0.95603422670243 11 normal 20 gwa-t1 bot_user_iat 1 0.00574712643678161
22.9397511693314 2.08696275505723 2 gamma 2 gwa-t1 bot_user_iat 24 0.137931034482759
2.21600756327669 0.210317791556923 1 lognormal 2 gwa-t1 bot_user_iat 150 0.862068965517241
23.2624065578387 2.12079482121049 2 gamma 3 gwa-t1 bot_user_iat 23 0.132183908045977
23.2340854923791 1.55738283973243 3 gamma 3 gwa-t1 bot_user_iat 1 0.00574712643678161
2.21600756327669 0.210317791556923 1 lognormal 3 gwa-t1 bot_user_iat 150 0.862068965517241
0.0865079027453085 NA 4 exponential 4 gwa-t1 bot_user_iat 2 0.0114942528735632
19.8959327571912 1.8807209358262 2 gamma 4 gwa-t1 bot_user_iat 21 0.120689655172414
23.2340854923791 1.55738283973243 3 gamma 4 gwa-t1 bot_user_iat 1 0.00574712643678161
2.21600756327669 0.210317791556923 1 lognormal 4 gwa-t1 bot_user_iat 150 0.862068965517241
0.0865079027453085 NA 4 exponential 5 gwa-t1 bot_user_iat 2 0.0114942528735632
0.120480733809514 NA 5 exponential 5 gwa-t1 bot_user_iat 1 0.00574712643678161
19.8959327571912 1.8807209358262 2 gamma 5 gwa-t1 bot_user_iat 21 0.120689655172414
23.2340854923791 1.55738283973243 3 gamma 5 gwa-t1 bot_user_iat 1 0.00574712643678161
2.22189463225198 0.209026235136192 1 lognormal 5 gwa-t1 bot_user_iat 149 0.85632183908046
0.0865079027453085 NA 5 exponential 6 gwa-t1 bot_user_iat 2 0.0114942528735632
0.120480733809514 NA 6 exponential 6 gwa-t1 bot_user_iat 1 0.00574712643678161
19.8959327571912 1.8807209358262 2 gamma 6 gwa-t1 bot_user_iat 21 0.120689655172414
21.3736365621635 2.16198588265838 3 gamma 6 gwa-t1 bot_user_iat 32 0.183908045977011
23.2340854923791 1.55738283973243 4 gamma 6 gwa-t1 bot_user_iat 1 0.00574712643678161
2.20467626245736 0.206658200316282 1 lognormal 6 gwa-t1 bot_user_iat 117 0.672413793103448
0.120480733809514 NA 7 exponential 7 gwa-t1 bot_user_iat 1 0.00574712643678161
21.0040801276742 2.00300228471946 2 gamma 7 gwa-t1 bot_user_iat 17 0.0977011494252874
21.3736365621635 2.16198588265838 3 gamma 7 gwa-t1 bot_user_iat 32 0.183908045977011
13.4506059290952 1.10021344280687 4 gamma 7 gwa-t1 bot_user_iat 4 0.0229885057471264
23.2340854923791 1.55738283973243 5 gamma 7 gwa-t1 bot_user_iat 1 0.00574712643678161
2.20467626245736 0.206658200316282 1 lognormal 7 gwa-t1 bot_user_iat 117 0.672413793103448
8.53083894158284 12.2576271821482 6 weibull 7 gwa-t1 bot_user_iat 2 0.0114942528735632
0.120480733809514 NA 7 exponential 8 gwa-t1 bot_user_iat 1 0.00574712643678161
21.0040801276742 2.00300228471946 2 gamma 8 gwa-t1 bot_user_iat 17 0.0977011494252874
21.3736365621635 2.16198588265838 3 gamma 8 gwa-t1 bot_user_iat 32 0.183908045977011
13.4506059290952 1.10021344280687 4 gamma 8 gwa-t1 bot_user_iat 4 0.0229885057471264
23.2340854923791 1.55738283973243 5 gamma 8 gwa-t1 bot_user_iat 1 0.00574712643678161
2.20467626245736 0.206658200316282 1 lognormal 8 gwa-t1 bot_user_iat 117 0.672413793103448
15.9915354598132 12.1145875311044 6 weibull 8 gwa-t1 bot_user_iat 1 0.00574712643678161
8.45043914466724 12.2594864410149 8 weibull 8 gwa-t1 bot_user_iat 1 0.00574712643678161
0.102892237715861 NA 7 exponential 9 gwa-t1 bot_user_iat 2 0.0114942528735632
0.120480733809514 NA 8 exponential 9 gwa-t1 bot_user_iat 1 0.00574712643678161
0.0865451401270934 NA 9 exponential 9 gwa-t1 bot_user_iat 1 0.00574712643678161
21.0040801276742 2.00300228471946 2 gamma 9 gwa-t1 bot_user_iat 17 0.0977011494252874
19.3196901958688 1.94109522502345 3 gamma 9 gwa-t1 bot_user_iat 30 0.172413793103448
13.4506059290952 1.10021344280687 4 gamma 9 gwa-t1 bot_user_iat 4 0.0229885057471264
23.2340854923791 1.55738283973243 5 gamma 9 gwa-t1 bot_user_iat 1 0.00574712643678161
2.20467626245736 0.206658200316282 1 lognormal 9 gwa-t1 bot_user_iat 117 0.672413793103448
11.7454236629635 0.95603422670243 6 normal 9 gwa-t1 bot_user_iat 1 0.00574712643678161
0.125249769731248 NA 7 exponential 10 gwa-t2 bot_user_iat 1 0.00613496932515337
0.0865112882027943 NA 9 exponential 10 gwa-t2 bot_user_iat 1 0.00613496932515337
0.107215860229535 NA 10 exponential 10 gwa-t2 bot_user_iat 1 0.00613496932515337
12.8744684974193 1.0572579602564 1 gamma 10 gwa-t2 bot_user_iat 68 0.417177914110429
8.27775530504195 0.595173182517908 2 gamma 10 gwa-t2 bot_user_iat 7 0.0429447852760736
15.3056339497821 1.1114190974959 3 gamma 10 gwa-t2 bot_user_iat 4 0.0245398773006135
14.540480879962 1.33692999526964 5 gamma 10 gwa-t2 bot_user_iat 30 0.184049079754601
18.4397442050737 1.89556282883766 6 gamma 10 gwa-t2 bot_user_iat 21 0.128834355828221
88.8831117164333 10.4166116902117 8 gamma 10 gwa-t2 bot_user_iat 4 0.0245398773006135
4.24358121914194 15.0100864793964 4 weibull 10 gwa-t2 bot_user_iat 26 0.159509202453988
0.125249769731248 NA 7 exponential 11 gwa-t2 bot_user_iat 1 0.00613496932515337
0.0865112882027943 NA 9 exponential 11 gwa-t2 bot_user_iat 1 0.00613496932515337
0.107215860229535 NA 10 exponential 11 gwa-t2 bot_user_iat 1 0.00613496932515337
12.8744684974193 1.0572579602564 1 gamma 11 gwa-t2 bot_user_iat 68 0.417177914110429
8.27775530504195 0.595173182517908 2 gamma 11 gwa-t2 bot_user_iat 7 0.0429447852760736
15.3056339497821 1.1114190974959 3 gamma 11 gwa-t2 bot_user_iat 4 0.0245398773006135
13.6637180808475 1.25366492511357 5 gamma 11 gwa-t2 bot_user_iat 28 0.171779141104294
18.4397442050737 1.89556282883766 6 gamma 11 gwa-t2 bot_user_iat 21 0.128834355828221
88.8831117164333 10.4166116902117 8 gamma 11 gwa-t2 bot_user_iat 4 0.0245398773006135
28.8694904932441 2.69789245085609 11 gamma 11 gwa-t2 bot_user_iat 2 0.0122699386503067
4.24358121914194 15.0100864793964 4 weibull 11 gwa-t2 bot_user_iat 26 0.159509202453988
0.125249769731248 NA 8 exponential 12 gwa-t2 bot_user_iat 1 0.00613496932515337
0.0865112882027943 NA 10 exponential 12 gwa-t2 bot_user_iat 1 0.00613496932515337
0.107215860229535 NA 11 exponential 12 gwa-t2 bot_user_iat 1 0.00613496932515337
12.8744684974193 1.0572579602564 1 gamma 12 gwa-t2 bot_user_iat 68 0.417177914110429
8.27775530504195 0.595173182517908 2 gamma 12 gwa-t2 bot_user_iat 7 0.0429447852760736
15.3056339497821 1.1114190974959 3 gamma 12 gwa-t2 bot_user_iat 4 0.0245398773006135
15.547661548604 1.45420092062396 5 gamma 12 gwa-t2 bot_user_iat 17 0.104294478527607
18.4397442050737 1.89556282883766 6 gamma 12 gwa-t2 bot_user_iat 21 0.128834355828221
10.887265944298 0.954509501222429 7 gamma 12 gwa-t2 bot_user_iat 11 0.0674846625766871
88.8831117164333 10.4166116902117 9 gamma 12 gwa-t2 bot_user_iat 4 0.0245398773006135
28.8694904932441 2.69789245085609 12 gamma 12 gwa-t2 bot_user_iat 2 0.0122699386503067
4.24358121914194 15.0100864793964 4 weibull 12 gwa-t2 bot_user_iat 26 0.159509202453988
0.125249769731248 NA 9 exponential 13 gwa-t2 bot_user_iat 1 0.00613496932515337
0.0865112882027943 NA 11 exponential 13 gwa-t2 bot_user_iat 1 0.00613496932515337
0.107215860229535 NA 12 exponential 13 gwa-t2 bot_user_iat 1 0.00613496932515337
13.2795259112769 1.06433659488422 1 gamma 13 gwa-t2 bot_user_iat 43 0.263803680981595
8.27775530504195 0.595173182517908 2 gamma 13 gwa-t2 bot_user_iat 7 0.0429447852760736
15.3056339497821 1.1114190974959 3 gamma 13 gwa-t2 bot_user_iat 4 0.0245398773006135
12.6596510498261 1.07649448007468 4 gamma 13 gwa-t2 bot_user_iat 25 0.153374233128834
15.547661548604 1.45420092062396 6 gamma 13 gwa-t2 bot_user_iat 17 0.104294478527607
18.4397442050737 1.89556282883766 7 gamma 13 gwa-t2 bot_user_iat 21 0.128834355828221
10.887265944298 0.954509501222429 8 gamma 13 gwa-t2 bot_user_iat 11 0.0674846625766871
88.8831117164333 10.4166116902117 10 gamma 13 gwa-t2 bot_user_iat 4 0.0245398773006135
28.8694904932441 2.69789245085609 13 gamma 13 gwa-t2 bot_user_iat 2 0.0122699386503067
4.24358121914194 15.0100864793964 5 weibull 13 gwa-t2 bot_user_iat 26 0.159509202453988
0.125249769731248 NA 10 exponential 14 gwa-t2 bot_user_iat 1 0.00613496932515337
0.0865112882027943 NA 12 exponential 14 gwa-t2 bot_user_iat 1 0.00613496932515337
0.107215860229535 NA 13 exponential 14 gwa-t2 bot_user_iat 1 0.00613496932515337
13.2795259112769 1.06433659488422 1 gamma 14 gwa-t2 bot_user_iat 43 0.263803680981595
8.27775530504195 0.595173182517908 2 gamma 14 gwa-t2 bot_user_iat 7 0.0429447852760736
15.3056339497821 1.1114190974959 3 gamma 14 gwa-t2 bot_user_iat 4 0.0245398773006135
12.6596510498261 1.07649448007468 4 gamma 14 gwa-t2 bot_user_iat 25 0.153374233128834
14.0559170396932 0.982401873404036 5 gamma 14 gwa-t2 bot_user_iat 8 0.049079754601227
15.547661548604 1.45420092062396 7 gamma 14 gwa-t2 bot_user_iat 17 0.104294478527607
18.4397442050737 1.89556282883766 8 gamma 14 gwa-t2 bot_user_iat 21 0.128834355828221
10.887265944298 0.954509501222429 9 gamma 14 gwa-t2 bot_user_iat 11 0.0674846625766871
88.8831117164333 10.4166116902117 11 gamma 14 gwa-t2 bot_user_iat 4 0.0245398773006135
28.8694904932441 2.69789245085609 14 gamma 14 gwa-t2 bot_user_iat 2 0.0122699386503067
4.1451007446143 14.7503278135961 6 weibull 14 gwa-t2 bot_user_iat 18 0.110429447852761
0.125249769731248 NA 10 exponential 15 gwa-t2 bot_user_iat 1 0.00613496932515337
0.0865112882027943 NA 12 exponential 15 gwa-t2 bot_user_iat 1 0.00613496932515337
0.107215860229535 NA 13 exponential 15 gwa-t2 bot_user_iat 1 0.00613496932515337
13.2795259112769 1.06433659488422 1 gamma 15 gwa-t2 bot_user_iat 43 0.263803680981595
8.20102897293654 0.617891029799353 2 gamma 15 gwa-t2 bot_user_iat 3 0.0184049079754601
15.3056339497821 1.1114190974959 3 gamma 15 gwa-t2 bot_user_iat 4 0.0245398773006135
12.6596510498261 1.07649448007468 4 gamma 15 gwa-t2 bot_user_iat 25 0.153374233128834
14.0559170396932 0.982401873404036 5 gamma 15 gwa-t2 bot_user_iat 8 0.049079754601227
12.8042847558446 0.957285736606916 6 gamma 15 gwa-t2 bot_user_iat 18 0.110429447852761
15.547661548604 1.45420092062396 7 gamma 15 gwa-t2 bot_user_iat 17 0.104294478527607
18.4397442050737 1.89556282883766 8 gamma 15 gwa-t2 bot_user_iat 21 0.128834355828221
10.887265944298 0.954509501222429 9 gamma 15 gwa-t2 bot_user_iat 11 0.0674846625766871
88.8831117164333 10.4166116902117 11 gamma 15 gwa-t2 bot_user_iat 4 0.0245398773006135
28.8694904932441 2.69789245085609 14 gamma 15 gwa-t2 bot_user_iat 2 0.0122699386503067
8.70730731423272 0.595680505349076 15 gamma 15 gwa-t2 bot_user_iat 4 0.0245398773006135
0.125249769731248 NA 10 exponential 16 gwa-t2 bot_user_iat 1 0.00613496932515337
